Date,Close,High,Low,Open,Volume,MA10,MA50,RSI,Return_1d,Return_5d,Volatility
2013-04-15,25.468650817871094,25.852342260772918,25.468650817871094,25.801183726979435,16420100,25.67328224182129,25.49636184692383,45.78765504125284,-0.01646332269749151,0.00033524534303008835,0.25107599684674314
2013-04-16,25.784128189086914,25.81823495963732,25.588019137323073,25.65623105212355,8310500,25.677545928955077,25.5071236038208,49.14083958110886,0.012386889807074253,0.005653491329951965,0.25271964295985766
2013-04-17,25.255477905273438,25.570957297050263,25.14463256393579,25.553903917413734,12046500,25.64940700531006,25.51393581390381,41.44915620746915,-0.020502934205750112,-0.032026128357890093,0.2838696623136199
2013-04-18,24.991165161132812,25.374858221322846,24.922953242243523,25.36633152817413,15772400,25.593984603881836,25.509687385559083,37.02685529073835,-0.010465560981739896,-0.039016356843187494,0.3522915549698263
2013-04-19,25.025272369384766,25.119062743052538,24.8121099158573,24.940007062713686,8610000,25.561584663391113,25.50629081726074,39.830456528813855,0.0013647706312227559,-0.03358550828675688,0.3901617517261675
2013-04-22,25.221378326416016,25.28959023808197,24.991162514680816,25.110534579821433,7321300,25.53771095275879,25.506816368103028,41.64381160524349,0.007836316589751036,-0.009708896369240327,0.40411501923553883
2013-04-23,25.49422264099121,25.588014617135908,25.26400685934516,25.340745453227175,12453800,25.52321548461914,25.508383178710936,49.32956544998099,0.010817977948866853,-0.011243566040693431,0.4026682066850391
2013-04-24,25.536867141723633,25.605079073976988,25.30665126050578,25.33222971866282,5547900,25.467794799804686,25.509783782958984,49.86744325693223,0.0016727123369455477,0.011141711018322953,0.3506000768174349
2013-04-25,25.62212562561035,25.75854946236758,25.562440400316618,25.59654717265613,6468800,25.429425621032713,25.514588012695313,54.395726631243726,0.003338643045505796,0.02524734082662272,0.3029322361174984
2013-04-26,25.61359977722168,25.69033676004311,25.511281089625825,25.57949300592294,5367100,25.401288795471192,25.519391593933104,52.55695719869086,-0.00033275335985982757,0.023509330853743515,0.26566165411519227
2013-04-29,25.98023223876953,26.048444140436896,25.67327949441641,25.67327949441641,8256000,25.452446937561035,25.53288642883301,55.3475675148679,0.01431397635383913,0.030087725679873722,0.3231187163430237
2013-04-30,26.261611938476562,26.270138631226438,25.95465913098292,26.014344353931676,13396000,25.5001953125,25.5523486328125,52.82500816750301,0.010830530578827435,0.03010051760713406,0.4029871540081376
2013-05-01,26.03139305114746,26.26160720873077,26.005812977504846,26.22750207017401,8689200,25.5777868270874,25.56380977630615,50.40425253528354,-0.008766365441254642,0.019365175323947437,0.4247440815682134
2013-05-02,26.36392593383789,26.39803107246818,26.056971554664987,26.065498245897572,6413500,25.71506290435791,25.58888473510742,56.92698393379459,0.012774302244872526,0.028951552227426403,0.4357764865071148
2013-05-03,26.611188888549805,26.67087571689225,26.55150368650714,26.585610445559965,10429700,25.873654556274413,25.622981033325196,67.81900510636626,0.009378836647183642,0.038947634069588455,0.4453248492906518
2013-05-06,26.739093780517578,26.773198921142644,26.645301797773364,26.67940856469859,7241500,26.02542610168457,25.653521308898927,65.81916851869289,0.0048064328318231375,0.02920919007858669,0.45680080066821854
2013-05-07,26.722042083740234,26.79878068786555,26.585618260028628,26.756147226518006,6280500,26.14820804595947,25.690853538513185,79.2519227316028,-0.0006377066073109949,0.017532440367420188,0.4631229012336497
2013-05-08,26.935197830200195,26.94372452035463,26.645296870148986,26.696455384775714,8493400,26.28804111480713,25.729561729431154,89.58324756981797,0.00797677609338332,0.034719800714349214,0.4690922371627863
2013-05-09,26.858463287353516,27.020467172069832,26.78172469071421,26.88404336166665,10263900,26.411674880981444,25.7624893951416,86.68945888087072,-0.0028488575925974535,0.01875810737584005,0.43582777912246656
2013-05-10,26.935197830200195,26.97782965467249,26.815827420637884,26.909617759736904,4694300,26.543834686279297,25.79797077178955,86.02154072380232,0.002856996769536435,0.012175665770040256,0.3608636158574274
2013-05-13,26.866992950439453,26.9437315555665,26.824359488535382,26.909624786043242,4732900,26.63251075744629,25.831238899230957,81.56893981993615,-0.0025321841031465953,0.004783227545843927,0.3127213939537067
2013-05-14,26.952253341674805,27.046043688190007,26.841407987202313,26.841407987202313,7373400,26.701574897766115,25.86468372344971,81.9232503235043,0.0031734251537798297,0.008615032384618804,0.2976057913866689
2013-05-15,27.037527084350586,27.04605377836032,26.87552477706736,26.935210008834925,6418800,26.802188301086424,25.892870635986327,81.92337474618853,0.003163881757668463,0.0037990904984428475,0.19989232058472212
2013-05-16,27.182470321655273,27.34447421168284,27.097206657083014,27.10573334880027,9150900,26.884042739868164,25.924296226501465,83.3335494674186,0.005360817091463188,0.012063498601363243,0.165042580228931
2013-05-17,27.455326080322266,27.463851147758476,27.216583534594925,27.284795458188373,17189600,26.96845645904541,25.959990005493164,82.64184103809103,0.01003793089583982,0.01931035566922379,0.21751376728979596
2013-05-20,27.455326080322266,27.54911808512596,27.36153407551857,27.387112530428276,8091100,27.04007968902588,25.99466480255127,80.17272965697052,0.0,0.021897989513306904,0.24920898631422075
2013-05-21,27.370054244995117,27.45532116710381,27.26773719106518,27.395635947927975,8384500,27.10488090515137,26.026445274353026,86.51185390347491,-0.003105839467274274,0.01550152033760721,0.2414514864627634
2013-05-22,27.071630477905273,27.532062139098556,26.96078672222933,27.41269169047825,14408400,27.118524169921876,26.054125480651855,69.66853435252085,-0.01090329468910034,0.0012613355299948559,0.2345542441613415
2013-05-23,27.063106536865234,27.156898542490055,26.781732146291326,26.841417376670556,17014400,27.138988494873047,26.081974868774413,64.48139333330889,-0.00031486618609821715,-0.004391204455576836,0.21766253353431197
2013-05-24,27.020465850830078,27.037517606571605,26.832881900973053,26.884042047097708,5276700,27.147515296936035,26.10523498535156,59.53755282118122,-0.0015756020461683562,-0.015838829530560927,0.21033907154087586
2013-05-28,27.14836311340332,27.404157340238516,27.088677902228444,27.318893682160137,6305900,27.175652313232423,26.133201789855956,63.44080848704537,0.004733347799379839,-0.011180452420084364,0.18606263586888072
2013-05-29,27.08015251159668,27.165417800069676,26.884043486518863,27.011940606078305,8231000,27.18844223022461,26.15963390350342,55.02974244393675,-0.002512512504776576,-0.010591931269242849,0.17293255976795488
2013-05-30,27.250680923461914,27.36152628417529,27.07162528487888,27.105732050113787,8837500,27.209757614135743,26.190158615112306,62.777741185418456,0.006297173244951493,0.006613951298676923,0.16522908333583253
2013-05-31,26.994890213012695,27.387108306609456,26.97783682816928,27.14836742400283,6966300,27.190999603271486,26.213009643554688,51.74149562956715,-0.009386580510323705,-0.0025206390759174857,0.1787644706927766
2013-06-03,27.131319046020508,27.139845740015744,26.841417955384788,27.029001970678834,10004600,27.15859889984131,26.244387321472168,57.41635244090005,0.005053876194023088,0.004102564174963019,0.15304532751030414
2013-06-04,27.011945724487305,27.31037185124046,26.93520711295066,27.15689625446759,9273600,27.114260864257812,26.270137329101562,51.64336604382309,-0.004399834793535895,-0.00502488449657823,0.11766589738456298
2013-06-05,26.747621536254883,27.011942485239295,26.713514767972907,26.943730574975568,7927300,27.052017593383788,26.291794662475585,42.73497083358029,-0.009785455328854886,-0.012279508957691254,0.13117387366235547
2013-06-06,26.807308197021484,26.84994003336786,26.525933848754573,26.756148041845456,14726800,27.02558536529541,26.31140556335449,40.17877561373602,0.00223147544860014,-0.016270152209616917,0.15179323026768318
2013-06-07,27.054567337036133,27.0801474066459,26.807299836007623,26.94372362132676,6511400,27.0247314453125,26.337325973510744,39.36618057446401,0.009223572101958455,0.0022106822273597615,0.15158257279359025
2013-06-10,27.114267349243164,27.225112751794484,27.071635502908464,27.15690082187855,6391000,27.03411159515381,26.363417053222655,41.228181196510754,0.0022066518922039258,-0.0006284875699711368,0.15416949476989922
2013-06-11,26.832887649536133,27.10573694175496,26.798782504446514,26.866994420926126,7307600,27.00256404876709,26.387291259765625,37.45035933779178,-0.010377551275228769,-0.006628847724540199,0.16034659962297795
2013-06-12,26.653827667236328,27.028993960339175,26.594142453258627,26.97783381152962,8950700,26.959931564331054,26.40553798675537,39.66245801018044,-0.006673153655264552,-0.0035066246503983045,0.19114308051035567
2013-06-13,26.960779190063477,27.011937707136862,26.560032865138822,26.60266631794992,7608600,26.93094139099121,26.434016227722168,47.79393804818474,0.01151622673708741,0.005724968427044175,0.16189239299078173
2013-06-14,26.756149291992188,27.01194520092313,26.73057083950936,26.926679897946148,5779300,26.90706729888916,26.45823143005371,44.67365786386691,-0.007589910389040444,-0.011030227958420458,0.1688672803884478
2013-06-17,27.003419876098633,27.165423797332636,26.89257611502303,26.926681262161498,6588400,26.894277381896973,26.491314392089844,47.21326624910155,0.009241635685612204,-0.004088160366524707,0.15420209637892332
2013-06-18,27.21657943725586,27.2847913505803,27.037522148341523,27.054575533247707,6318800,26.914740753173827,26.526443672180175,52.48451670944905,0.007893798716432254,0.01429931033629761,0.18252849371151508
2013-06-19,26.901094436645508,27.25068064523367,26.884042680502226,27.24215558031206,11223700,26.93008804321289,26.55168201446533,43.9528352559695,-0.011591647706415853,0.009276970365990955,0.17312547001945244
2013-06-20,26.304243087768555,26.74762131394785,26.244557870071382,26.619722560253667,15781500,26.8797815322876,26.55594539642334,39.314028241104715,-0.022186879804559356,-0.02435152551291586,0.26268938618635806
2013-06-21,26.145708084106445,26.377086422300668,25.965746609562284,26.342807423525542,12111100,26.78889560699463,26.558743209838866,34.85383894790775,-0.00602697455057466,-0.022814987359501715,0.3410380653491945
2013-06-24,25.828630447387695,26.00859189799077,25.657240379850734,25.914326298412377,11185200,26.66033191680908,26.557416458129882,32.85731180561389,-0.012127330256222701,-0.0435052091217073,0.4343218008080015
2013-06-25,26.042865753173828,26.145701087467653,25.880045456100873,26.094284237576836,8263800,26.58132972717285,26.568900756835937,39.63984879301904,0.008294489567401753,-0.04312495208253009,0.4698456439889171
2013-06-26,26.197126388549805,26.308531506183414,26.120000271576604,26.299961756018313,20470300,26.5356595993042,26.577160720825194,41.272782329014895,0.005923335658909901,-0.026168751228824894,0.4839987386207745
2013-06-27,26.325668334960938,26.462781063175893,26.308530469818557,26.351377584443487,6544300,26.472148513793947,26.598564529418944,39.208333027409466,0.0049067193288541144,0.0008145167728603742,0.46324052975925967
2013-06-28,26.214262008666992,26.35137472198788,26.01716268758227,26.11142665642009,9145600,26.417959785461427,26.62302646636963,36.875967207023194,-0.00423185177585772,0.0026219953324659873,0.4579921057581664
2013-07-01,26.35137939453125,26.557048500981182,26.32567014328272,26.41136601293172,9576400,26.352755737304687,26.649548606872557,42.67017485382392,0.005230640703099754,0.020239127591700212,0.4091949646967314
2013-07-02,26.394224166870117,26.574185640594006,26.239973576623004,26.334237553799692,14495200,26.270520210266113,26.673005523681642,45.87717209755424,0.0016259024507749853,0.013491541868946078,0.277862095927422
2013-07-03,26.548473358154297,26.668448205099224,26.32566479612792,26.32566479612792,11597100,26.235258102416992,26.694090538024902,43.11829114008676,0.0058440509677035735,0.013411660668173786,0.20057307732427732
2013-07-05,26.719871520996094,26.737011022489867,26.437076284400135,26.70273201950232,14204100,26.276820945739747,26.71775062561035,49.387703068824486,0.006456045910042896,0.014974099841243094,0.2527367035601842
2013-07-08,26.702726364135742,26.8826878226807,26.634170007193013,26.856978575884998,7829000,26.332522773742674,26.73936264038086,44.497443658569956,-0.0006416631474772672,0.018633534497643156,0.28048776531902037
2013-07-09,26.805561065673828,26.848408174780054,26.677016469330262,26.81413081439756,12468900,26.43021583557129,26.763201866149902,42.1620689705341,0.0038510937098992226,0.017235593793501147,0.2544010141974273
2013-07-10,26.891250610351562,26.976946448183046,26.788416912563505,26.79698665979787,8831400,26.515054321289064,26.781422233581544,49.79425049533765,0.003196707745374061,0.018830879071843,0.2523261062057566
2013-07-11,27.34544563293457,27.371154882371684,27.13977654097559,27.165485790412703,10324200,26.62988624572754,26.8030989074707,73.1426604329991,0.01689006692787176,0.030019514268434744,0.3382346368679355
2013-07-12,27.36258316040039,27.39686052266669,27.25974780457644,27.371152909595097,7209000,26.733577728271484,26.829722709655762,78.86143554193595,0.000626704998553107,0.024053694977510087,0.3896438576462334
2013-07-15,27.439712524414062,27.465420140535908,27.276890539420553,27.37972590744612,4550000,26.856122779846192,26.851238441467284,93.11891059116846,0.002818789569739799,0.027599659683745337,0.4007168104026458
2013-07-16,27.456844329833984,27.48255193875107,27.371148486248423,27.422565338594854,4974200,26.966669273376464,26.868151550292968,92.30728843274042,0.0006243434731569852,0.024296572735952315,0.3984777816942269
2013-07-17,27.482555389404297,27.585389107008748,27.431136896089598,27.542541997092304,5480500,27.075502395629883,26.8830207824707,91.66620297725696,0.0009364171374339758,0.021988742272370132,0.3725377657646853
2013-07-18,27.41400146484375,27.551115824667807,27.354014851834073,27.499697326791555,4266200,27.162055206298827,26.896859970092773,86.7049197200494,-0.002494452338554276,0.0025070292446289777,0.3351562828588323
2013-07-19,26.95124626159668,27.15691534831272,26.882689899358,27.131206099530985,13599500,27.185192680358888,26.8971809387207,70.09343850365266,-0.016880250183123224,-0.015032824071924744,0.30813564437642443
2013-07-22,27.02837562561035,27.0626529935978,26.942679753872522,27.002666373735163,5038600,27.217757606506346,26.90057918548584,69.08209028242962,0.0028618106660089904,-0.014990568812910499,0.2657779516475362
2013-07-23,26.916959762573242,27.105489297566045,26.908390015367367,27.062642196048817,4584500,27.228897476196288,26.9002144241333,64.18568346604721,-0.004122181243164991,-0.019663023207445396,0.24834421987570668
2013-07-24,27.09693145751953,27.234044195769687,27.045512954791146,27.216904694860226,5791500,27.249465560913087,26.9048131942749,64.67879698695423,0.006686182114687744,-0.014031589363536434,0.22466093634940193
2013-07-25,27.114057540893555,27.148336527815776,26.98551460895935,27.07121044175284,4828800,27.226326751708985,26.908049278259277,61.49950311098153,0.00063203036110826,-0.010941267524730014,0.22559106060870313
2013-07-26,27.191190719604492,27.191190719604492,26.92553503971094,26.99409139692581,6027000,27.209187507629395,26.911122550964354,63.76798037077895,0.002844767095245837,0.00890290770522606,0.2205430506236341
2013-07-29,27.148344039916992,27.234039896423013,27.08835743071653,27.131204541713284,3977700,27.180050659179688,26.91044002532959,59.99993322879931,-0.0015757559177652647,0.004438609850936359,0.2054328004291049
2013-07-30,27.28546142578125,27.396864914144388,27.225474806315503,27.2511824235078,5561300,27.162912368774414,26.907042732238768,61.16520483947993,0.005050672175903159,0.013690315193783276,0.1860057355897023
2013-07-31,27.191190719604492,27.439708536078694,27.148343609287384,27.336873183000147,6840900,27.133775901794433,26.901760025024416,44.512180226640425,-0.00345497936449346,0.003478595435528753,0.1496372912738281
2013-08-01,27.482555389404297,27.508263001549174,27.362582174028276,27.37115192291406,7747300,27.14063129425049,26.904010047912596,53.57133123784953,0.010715406794956417,0.013590656726864658,0.16471277060107528
2013-08-02,27.60253143310547,27.61967093263325,27.431139706852903,27.482558205436256,4424900,27.205759811401368,26.9146280670166,54.72622823024999,0.00436553450002064,0.015127719773022186,0.205275013744429
2013-08-05,27.662513732910156,27.69679272661984,27.53397241003599,27.54254052395103,4369100,27.269173622131348,26.9266162109375,55.82515985020863,0.002173072420913691,0.0189392654018663,0.2394870358221488
2013-08-06,27.51683807373047,27.66251892078068,27.439711957931713,27.66251892078068,4686200,27.32916145324707,26.936543655395507,50.90920127472305,-0.005266175756340474,0.008479851021709228,0.21537668341853247
2013-08-07,27.44827651977539,27.525402625588768,27.336873052774113,27.456847903212964,5250000,27.364295959472656,26.94254192352295,50.908995259263456,-0.0024916218124833023,0.009454745944080356,0.2014936819314343
2013-08-08,27.533971786499023,27.593958389620123,27.371149839090073,27.576818893153426,5058500,27.406287384033202,26.951618309020997,69.31772483895362,0.0031220636626090315,0.001870873954994412,0.18676638928602243
2013-08-09,27.39685821533203,27.55111205333313,27.311163999627098,27.49112544853472,3669600,27.426854133605957,26.954541854858398,61.748204545039926,-0.004979796312358564,-0.007451244762527898,0.1711164580033777
2013-08-12,27.576824188232422,27.602531803356293,27.242612115520814,27.242612115520814,4983100,27.4697021484375,26.966180534362792,70.15713944450594,0.006568854409724878,-0.003097677438322899,0.14533149885867597
2013-08-13,27.76535415649414,27.816769384408556,27.47398921188682,27.61110193470055,4715500,27.51769142150879,26.978861236572264,70.31236596409634,0.00683653661403727,0.0090314185844238,0.15653432840701012
2013-08-14,27.739633560180664,27.82533102507209,27.64536798331211,27.75677305315895,5295700,27.572535705566406,26.993414993286134,68.91153528578742,-0.0009263557802471345,0.01061476629308089,0.12161122634802025
2013-08-15,27.294029235839844,27.465419331483492,27.251180486044422,27.465419331483492,7036100,27.55368309020996,27.004343147277833,52.54245600202955,-0.016063814374984053,-0.008714418410816882,0.14870507676081626
2013-08-16,27.26831817626953,27.40543089748988,27.2083315650497,27.29402742444056,7235600,27.520261764526367,27.013563346862792,52.99144242302034,-0.0009420030787008482,-0.004691780278315516,0.17220656913849572
2013-08-19,27.18262481689453,27.45685191906876,27.18262481689453,27.28546018452396,4811800,27.472272872924805,27.016124496459963,47.36837994978465,-0.003142597897716204,-0.014294589132061941,0.1936863646940806
2013-08-20,27.225473403930664,27.354016386809274,27.156917037427895,27.2597507699257,3317900,27.443136405944824,27.018348617553713,50.901017416796,0.0015763226445115741,-0.01944440360891997,0.20764934505283944
2013-08-21,27.165483474731445,27.371152549158474,27.096927116589104,27.225470083791933,6065800,27.41485710144043,27.025000534057618,40.51289719114141,-0.0022034485244454283,-0.02069782516065366,0.22537174064113216
2013-08-22,27.28546142578125,27.319738793541912,27.114069683439574,27.24261430745223,6049100,27.390006065368652,27.037633209228517,40.51296508933687,0.0044165586510325205,-0.0003139078508549442,0.22447741437015725
2013-08-23,27.482555389404297,27.542541997092304,27.40542928394472,27.516834384947426,5068500,27.39857578277588,27.04806873321533,45.02377617066522,0.0072234059211040424,0.00785663463913977,0.2263956740155849
2013-08-26,27.35401153564453,27.593959593106405,27.34544178703742,27.46541499851215,6792700,27.37629451751709,27.06002597808838,45.45443896122152,-0.004677288990721951,0.006305009906308889,0.21770110528377512
2013-08-27,26.87411880493164,27.191191351476387,26.814132195288717,27.09692737968573,6851500,27.28717098236084,27.05743995666504,36.96506917055952,-0.017543778911095043,-0.012905362334243109,0.22309114719680279
2013-08-28,26.891250610351562,27.02836493158923,26.822694266988805,26.839833761457534,4500600,27.20233268737793,27.050933380126953,34.93964164882658,0.0006374834294762266,-0.010094900929518369,0.19089908133962044
2013-08-29,27.03693389892578,27.17404658998531,26.9083909553715,26.942669945392485,4787700,27.176623153686524,27.05365016937256,41.59992450330654,0.005417497709018448,-0.009108423089398188,0.19445674591941553
2013-08-30,26.90839195251465,27.096923135592046,26.839835604444396,27.096923135592046,7171600,27.140630531311036,27.06573314666748,34.01616576983527,-0.004754309304881632,-0.0208919232128979,0.2084082920516772
2013-09-03,26.934106826782227,27.131206164375428,26.831271465922125,27.01980268841354,7395000,27.115778732299805,27.081501121520997,28.4444136689402,0.0009556451501433472,-0.015350754250985643,0.21746482400935094
2013-09-04,27.191190719604492,27.23403946443409,26.95981240106213,26.99409139692581,7160600,27.112350463867188,27.10875232696533,37.30169244819405,0.00954491992162998,0.011798411586044777,0.21580728639056682
2013-09-05,27.20832633972168,27.302591930399284,27.165479235511274,27.225465835210745,3714000,27.11663475036621,27.132061538696288,47.52452992347655,0.0006301901337786298,0.011791036942255806,0.21739870298289873
2013-09-06,27.225473403930664,27.34544663668234,27.00266480416848,27.294029770433436,5142900,27.11063594818115,27.152628479003905,48.756304847327186,0.0006302138542035873,0.006973405553666545,0.21300582006375443
2013-09-09,27.551115036010742,27.61110164730329,27.3625838182198,27.388291431909423,5714600,27.117491912841796,27.1771374130249,59.388634404306835,0.011960917161979001,0.02388559987643668,0.22695350183841237
2013-09-10,27.722503662109375,27.782490273783047,27.61966993767239,27.713935547166777,6774400,27.15434112548828,27.20730224609375,61.88517599238873,0.0062207509886484935,0.029271319089861025,0.2906104815775987
2013-09-11,27.593963623046875,27.66251835289096,27.473990394050745,27.491129893768093,9332700,27.226325607299806,27.23215393066406,59.920739015499784,-0.004636667763820546,0.01481262470613287,0.3024007281056874
2013-09-12,27.61966896057129,27.71393456673084,27.54254285271575,27.611100845931805,6052300,27.299167442321778,27.256662826538086,58.09123342350222,0.0009315565489456112,0.01511826253895987,0.3004441552692282
2013-09-13,27.64537239074707,27.705362260247124,27.551110067874532,27.671083268825537,3991200,27.360011291503906,27.278600807189942,54.298562328473956,0.0009306205013708269,0.015423018751100415,0.30303500148371687
2013-09-16,27.60253143310547,27.859617387971678,27.52540531974308,27.859617387971678,8161200,27.42942523956299,27.29625400543213,56.8722098920666,-0.001549661080200937,0.0018662183736493088,0.26523468413211965
2013-09-17,27.739633560180664,27.799620151092647,27.636799871334983,27.64536798331211,6401400,27.509977912902833,27.316992149353027,79.53248267863813,0.004967012804874882,0.0006179058818089889,0.21580507648205347
2013-09-18,28.090991973876953,28.12527096835135,27.756779950313657,27.825337939262457,8826300,27.59995803833008,27.34270076751709,83.33379261517199,0.012666296147496814,0.018012213019479084,0.25257217099241874
2013-09-19,28.108129501342773,28.202395095028972,28.09099000530668,28.133840379909216,6649200,27.689938354492188,27.367038345336915,82.05173568981871,0.0006100719932480292,0.017685242407097235,0.2577752228283083
2013-09-20,27.90835952758789,28.22696684830616,27.882527478160316,28.209744387071577,7779600,27.75822696685791,27.378296623229982,78.69727002324153,-0.007107195580031034,0.009512880966973114,0.2063921193332112
2013-09-23,27.99445915222168,28.158070836607607,27.848073208136906,28.089181014793006,8043500,27.802561378479005,27.390934143066406,79.4108622276772,0.003085083684287504,0.014198977367928967,0.204568449633833
2013-09-24,27.8739070892334,28.003073871240098,27.76196604866516,27.942796915596364,4747500,27.817701721191405,27.399618034362792,70.48818126036029,-0.004306282980241605,0.004840493972691817,0.20358534328071856
2013-09-25,27.830862045288086,27.94280640873542,27.74475301792788,27.908361483851806,4591300,27.841391563415527,27.407098388671876,68.39609880150421,-0.0015442773704996693,-0.009260261397346592,0.18783127751359868
2013-09-26,27.934194564819336,28.063361395469915,27.84808553428492,27.94280743878215,5065300,27.87284412384033,27.416131172180176,69.92785568562842,0.0037128752736117487,-0.006188065147313626,0.17226728205394734
2013-09-27,27.761972427368164,27.813636524163222,27.667250536779264,27.77058201521785,6199500,27.884504127502442,27.423090591430665,56.48872704733866,-0.006165280228558001,-0.005245277855727037,0.15856079628417635
2013-09-30,27.589746475219727,27.69307793631196,27.39169149701569,27.469190914046845,7522100,27.883225631713866,27.435860595703126,45.916759454699694,-0.006203664116410379,-0.014456885014327403,0.1611179218748262
2013-10-01,27.830862045288086,27.891139021409998,27.58975414080044,27.615586192038737,8177000,27.89234848022461,27.45191032409668,56.814433521374966,0.00873931807546402,-0.0015442773704996693,0.1545322193194094
2013-10-02,27.839468002319336,27.87390963379722,27.63280178921194,27.675856292195306,8128000,27.867196083068848,27.4703604888916,56.385381411812155,0.00030922351658557723,0.00030922351658557723,0.13821582873507263
2013-10-03,27.598360061645508,27.865303266742277,27.460583665271006,27.85669039424165,6492600,27.816219139099122,27.480389060974122,48.7861620105349,-0.008660651872145708,-0.012022344241733873,0.133404124550991
2013-10-04,27.710302352905273,27.753356857666713,27.555303507885565,27.572525966759773,5340800,27.79641342163086,27.492313957214357,52.686727131460046,0.004056121124940804,-0.001861181679294277,0.13290589569206487
2013-10-07,27.589746475219727,27.75335489568642,27.503635829360228,27.512247058188574,4567700,27.755942153930665,27.500285072326662,46.232233714278046,-0.004350579656266618,0.0,0.12740385230022
2013-10-08,27.15058135986328,27.60696659456602,27.124747675566354,27.57252168217012,8092700,27.683609580993654,27.500329818725586,27.359989420341222,-0.015917693036827663,-0.024443392530127506,0.22268852891288166
